"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Ethiopia","Female 15-49 yr","1990","UNSD_MDGInfo CDROM_Oct2007","Percent","4.8","13"
"France","Female 15-49 yr","1994","UNSD_MDGInfo CDROM_Oct2007","Percent","74.6",""
"Gabon","Female 15-49 yr","2000","UNSD_MDGInfo CDROM_Oct2007","Percent","32.7",""
"Gambia The","Female 15-49 yr","2000","UNSD_MDGInfo CDROM_Oct2007","Percent","9.6",""
"Gambia The","Female 15-49 yr","1990","UNSD_MDGInfo CDROM_Oct2007","Percent","11.8",""
"Georgia","Female 15-49 yr","2005","UNSD_MDGInfo CDROM_Oct2007","Percent","47.2",""
"Georgia","Female 15-49 yr","2000","UNSD_MDGInfo CDROM_Oct2007","Percent","40.5","3"
"Germany","Female 15-49 yr","1992","UNSD_MDGInfo CDROM_Oct2007","Percent","74.7",""
"Ghana","Female 15-49 yr","2003","UNSD_MDGInfo CDROM_Oct2007","Percent","25.2",""
"Ghana","Female 15-49 yr","1999","UNSD_MDGInfo CDROM_Oct2007","Percent","22.0","8"
"Ghana","Female 15-49 yr","1993","UNSD_MDGInfo CDROM_Oct2007","Percent","20.3",""
"Grenada","Female 15-49 yr","1990","UNSD_MDGInfo CDROM_Oct2007","Percent","54.3",""
"Guatemala","Female 15-49 yr","2002","UNSD_MDGInfo CDROM_Oct2007","Percent","43.3",""
"Guatemala","Female 15-49 yr","1999","UNSD_MDGInfo CDROM_Oct2007","Percent","38.2","8"
"Guatemala","Female 15-49 yr","1995","UNSD_MDGInfo CDROM_Oct2007","Percent","31.4",""
"Guinea","Female 15-49 yr","2005","UNSD_MDGInfo CDROM_Oct2007","Percent","9.1",""
"Guinea","Female 15-49 yr","1999","UNSD_MDGInfo CDROM_Oct2007","Percent","6.2",""
"Guinea","Female 15-49 yr","1993","UNSD_MDGInfo CDROM_Oct2007","Percent","1.7","9"
"Guinea-Bissau","Female 15-49 yr","2000","UNSD_MDGInfo CDROM_Oct2007","Percent","7.6",""
"Guyana","Female 15-49 yr","2005","UNSD_MDGInfo CDROM_Oct2007","Percent","34.6",""
"Guyana","Female 15-49 yr","2000","UNSD_MDGInfo CDROM_Oct2007","Percent","37.3",""
"Haiti","Female 15-49 yr","2000","UNSD_MDGInfo CDROM_Oct2007","Percent","28.1",""
"Haiti","Female 15-49 yr","1995","UNSD_MDGInfo CDROM_Oct2007","Percent","18.0","10"
"Honduras","Female 15-49 yr","2001","UNSD_MDGInfo CDROM_Oct2007","Percent","61.8",""
"Honduras","Female 15-49 yr","1996","UNSD_MDGInfo CDROM_Oct2007","Percent","50.0",""
"Honduras","Female 15-49 yr","1992","UNSD_MDGInfo CDROM_Oct2007","Percent","46.7","14"
"Hong Kong SAR","Female 15-49 yr","1992","UNSD_MDGInfo CDROM_Oct2007","Percent","86.2",""
"Hungary","Female 15-49 yr","1993","UNSD_MDGInfo CDROM_Oct2007","Percent","77.4","9"
"India","Female 15-49 yr","2006","UNSD_MDGInfo CDROM_Oct2007","Percent","56.3","15"
"India","Female 15-49 yr","2004","UNSD_MDGInfo CDROM_Oct2007","Percent","53.0","16"
"India","Female 15-49 yr","2000","UNSD_MDGInfo CDROM_Oct2007","Percent","46.9",""
"India","Female 15-49 yr","1999","UNSD_MDGInfo CDROM_Oct2007","Percent","48.2","17"
"India","Female 15-49 yr","1993","UNSD_MDGInfo CDROM_Oct2007","Percent","40.7","9"
"Indonesia","Female 15-49 yr","2003","UNSD_MDGInfo CDROM_Oct2007","Percent","60.3","16"
"Indonesia","Female 15-49 yr","1997","UNSD_MDGInfo CDROM_Oct2007","Percent","57.4",""
"Indonesia","Female 15-49 yr","1994","UNSD_MDGInfo CDROM_Oct2007","Percent","54.7",""
"Indonesia","Female 15-49 yr","1991","UNSD_MDGInfo CDROM_Oct2007","Percent","49.7",""
"Iran","Female 15-49 yr","1997","UNSD_MDGInfo CDROM_Oct2007","Percent","72.9",""
"Iran","Female 15-49 yr","1992","UNSD_MDGInfo CDROM_Oct2007","Percent","64.6",""
"Italy","Female 15-49 yr","1996","UNSD_MDGInfo CDROM_Oct2007","Percent","60.2","1"
"Jamaica","Female 15-49 yr","1997","UNSD_MDGInfo CDROM_Oct2007","Percent","65.9",""
"Jamaica","Female 15-49 yr","1993","UNSD_MDGInfo CDROM_Oct2007","Percent","62.0",""
"Japan","Female 15-49 yr","2000","UNSD_MDGInfo CDROM_Oct2007","Percent","55.9",""
"Japan","Female 15-49 yr","1998","UNSD_MDGInfo CDROM_Oct2007","Percent","54.1",""
"Japan","Female 15-49 yr","1994","UNSD_MDGInfo CDROM_Oct2007","Percent","58.6",""
"Japan","Female 15-49 yr","1992","UNSD_MDGInfo CDROM_Oct2007","Percent","64.0",""
"Japan","Female 15-49 yr","1990","UNSD_MDGInfo CDROM_Oct2007","Percent","58.0",""
"Jordan","Female 15-49 yr","2002","UNSD_MDGInfo CDROM_Oct2007","Percent","55.8",""
"Jordan","Female 15-49 yr","1997","UNSD_MDGInfo CDROM_Oct2007","Percent","52.6",""
"Jordan","Female 15-49 yr","1990","UNSD_MDGInfo CDROM_Oct2007","Percent","40.0","18"
"Kazakhstan","Female 15-49 yr","1999","UNSD_MDGInfo CDROM_Oct2007","Percent","66.1",""
"Kazakhstan","Female 15-49 yr","1995","UNSD_MDGInfo CDROM_Oct2007","Percent","59.1",""
"Kenya","Female 15-49 yr","2003","UNSD_MDGInfo CDROM_Oct2007","Percent","39.3",""
"Kenya","Female 15-49 yr","1998","UNSD_MDGInfo CDROM_Oct2007","Percent","39.0",""
"Kenya","Female 15-49 yr","1993","UNSD_MDGInfo CDROM_Oct2007","Percent","32.7",""
"Korea DPR","Female 15-49 yr","2002","UNSD_MDGInfo CDROM_Oct2007","Percent","68.6",""
"Korea DPR","Female 15-49 yr","1992","UNSD_MDGInfo CDROM_Oct2007","Percent","61.8","19"
"Korea Rep","Female 15-49 yr","1997","UNSD_MDGInfo CDROM_Oct2007","Percent","80.5",""
"Korea Rep","Female 15-49 yr","1994","UNSD_MDGInfo CDROM_Oct2007","Percent","77.4",""
"Korea Rep","Female 15-49 yr","1991","UNSD_MDGInfo CDROM_Oct2007","Percent","79.4",""
"Kuwait","Female 15-49 yr","1996","UNSD_MDGInfo CDROM_Oct2007","Percent","50.2","2"
"Kuwait","Female 15-49 yr","1994","UNSD_MDGInfo CDROM_Oct2007","Percent","49.8","2"
"Kyrgyzstan","Female 15-49 yr","1997","UNSD_MDGInfo CDROM_Oct2007","Percent","59.5",""
"Lao PDR","Female 15-49 yr","2000","UNSD_MDGInfo CDROM_Oct2007","Percent","32.2",""
"Lao PDR","Female 15-49 yr","1993","UNSD_MDGInfo CDROM_Oct2007","Percent","18.6",""
"Latvia","Female 15-49 yr","1995","UNSD_MDGInfo CDROM_Oct2007","Percent","48.0",""
"Lebanon","Female 15-49 yr","2004","UNSD_MDGInfo CDROM_Oct2007","Percent","58.0",""
"Lebanon","Female 15-49 yr","1996","UNSD_MDGInfo CDROM_Oct2007","Percent","61.0",""
"Lesotho","Female 15-49 yr","2004","UNSD_MDGInfo CDROM_Oct2007","Percent","37.3",""
"Lesotho","Female 15-49 yr","2000","UNSD_MDGInfo CDROM_Oct2007","Percent","30.4",""
"Lesotho","Female 15-49 yr","1992","UNSD_MDGInfo CDROM_Oct2007","Percent","23.2","14"
"Libya","Female 15-49 yr","1995","UNSD_MDGInfo CDROM_Oct2007","Percent","45.1",""
"Lithuania","Female 15-49 yr","1995","UNSD_MDGInfo CDROM_Oct2007","Percent","46.6","10"
"Madagascar","Female 15-49 yr","2004","UNSD_MDGInfo CDROM_Oct2007","Percent","27.1","7"
"Madagascar","Female 15-49 yr","2000","UNSD_MDGInfo CDROM_Oct2007","Percent","18.8",""
"Madagascar","Female 15-49 yr","1997","UNSD_MDGInfo CDROM_Oct2007","Percent","19.4",""
"Madagascar","Female 15-49 yr","1992","UNSD_MDGInfo CDROM_Oct2007","Percent","16.7",""
"Malawi","Female 15-49 yr","2004","UNSD_MDGInfo CDROM_Oct2007","Percent","32.5",""
"Malawi","Female 15-49 yr","2000","UNSD_MDGInfo CDROM_Oct2007","Percent","30.6",""
"Malawi","Female 15-49 yr","1996","UNSD_MDGInfo CDROM_Oct2007","Percent","21.9",""
"Malawi","Female 15-49 yr","1992","UNSD_MDGInfo CDROM_Oct2007","Percent","13.0",""
"Malaysia","Female 15-49 yr","1994","UNSD_MDGInfo CDROM_Oct2007","Percent","54.5","20"
"Maldives","Female 15-49 yr","2004","UNSD_MDGInfo CDROM_Oct2007","Percent","39.0",""
"Maldives","Female 15-49 yr","1999","UNSD_MDGInfo CDROM_Oct2007","Percent","42.0",""
"Maldives","Female 15-49 yr","1991","UNSD_MDGInfo CDROM_Oct2007","Percent","23.0",""
"Mali","Female 15-49 yr","2001","UNSD_MDGInfo CDROM_Oct2007","Percent","8.1",""
"Mali","Female 15-49 yr","1996","UNSD_MDGInfo CDROM_Oct2007","Percent","6.7","1"
"Mauritania","Female 15-49 yr","2001","UNSD_MDGInfo CDROM_Oct2007","Percent","8.0","21"
"Mauritania","Female 15-49 yr","1991","UNSD_MDGInfo CDROM_Oct2007","Percent","4.1","22"
"Mauritius","Female 15-49 yr","2002","UNSD_MDGInfo CDROM_Oct2007","Percent","78.5",""
"Mauritius","Female 15-49 yr","1991","UNSD_MDGInfo CDROM_Oct2007","Percent","74.7",""
"Mexico","Female 15-49 yr","1997","UNSD_MDGInfo CDROM_Oct2007","Percent","68.4",""
"Mexico","Female 15-49 yr","1995","UNSD_MDGInfo CDROM_Oct2007","Percent","66.5",""
"Mongolia","Female 15-49 yr","2000","UNSD_MDGInfo CDROM_Oct2007","Percent","67.4",""
"Mongolia","Female 15-49 yr","1998","UNSD_MDGInfo CDROM_Oct2007","Percent","59.9",""
"Mongolia","Female 15-49 yr","1994","UNSD_MDGInfo CDROM_Oct2007","Percent","64.6",""
"Morocco","Female 15-49 yr","2004","UNSD_MDGInfo CDROM_Oct2007","Percent","63.0","7"
"Morocco","Female 15-49 yr","1995","UNSD_MDGInfo CDROM_Oct2007","Percent","50.3",""
"Morocco","Female 15-49 yr","1992","UNSD_MDGInfo CDROM_Oct2007","Percent","41.5",""
"Mozambique","Female 15-49 yr","2004","UNSD_MDGInfo CDROM_Oct2007","Percent","16.5","7"
"Mozambique","Female 15-49 yr","1997","UNSD_MDGInfo CDROM_Oct2007","Percent","5.6",""
"Myanmar","Female 15-49 yr","2001","UNSD_MDGInfo CDROM_Oct2007","Percent","37.0",""
"Myanmar","Female 15-49 yr","1997","UNSD_MDGInfo CDROM_Oct2007","Percent","32.7",""
"Myanmar","Female 15-49 yr","1991","UNSD_MDGInfo CDROM_Oct2007","Percent","16.8",""
"Namibia","Female 15-49 yr","2000","UNSD_MDGInfo CDROM_Oct2007","Percent","43.7",""
"Namibia","Female 15-49 yr","1992","UNSD_MDGInfo CDROM_Oct2007","Percent","28.9",""
"Nepal","Female 15-49 yr","2004","UNSD_MDGInfo CDROM_Oct2007","Percent","38.3","7"
"Nepal","Female 15-49 yr","2001","UNSD_MDGInfo CDROM_Oct2007","Percent","39.3",""
"Nepal","Female 15-49 yr","1996","UNSD_MDGInfo CDROM_Oct2007","Percent","28.5",""
"Nepal","Female 15-49 yr","1991","UNSD_MDGInfo CDROM_Oct2007","Percent","22.7",""
"Netherlands","Female 15-49 yr","1993","UNSD_MDGInfo CDROM_Oct2007","Percent","78.5",""
"New Zealand","Female 15-49 yr","1995","UNSD_MDGInfo CDROM_Oct2007","Percent","74.9",""
"Nicaragua","Female 15-49 yr","2001","UNSD_MDGInfo CDROM_Oct2007","Percent","68.6",""
"Nicaragua","Female 15-49 yr","1998","UNSD_MDGInfo CDROM_Oct2007","Percent","60.3",""
"Nicaragua","Female 15-49 yr","1993","UNSD_MDGInfo CDROM_Oct2007","Percent","54.5","9"
"Niger","Female 15-49 yr","2000","UNSD_MDGInfo CDROM_Oct2007","Percent","14.0",""
"Niger","Female 15-49 yr","1998","UNSD_MDGInfo CDROM_Oct2007","Percent","8.2",""
"Niger","Female 15-49 yr","1992","UNSD_MDGInfo CDROM_Oct2007","Percent","4.4",""
"Nigeria","Female 15-49 yr","2003","UNSD_MDGInfo CDROM_Oct2007","Percent","12.6",""
"Nigeria","Female 15-49 yr","1999","UNSD_MDGInfo CDROM_Oct2007","Percent","15.3",""
"Nigeria","Female 15-49 yr","1990","UNSD_MDGInfo CDROM_Oct2007","Percent","6.0",""
"Oman","Female 15-49 yr","1995","UNSD_MDGInfo CDROM_Oct2007","Percent","23.7","2"
"Pakistan","Female 15-49 yr","2001","UNSD_MDGInfo CDROM_Oct2007","Percent","27.6","21"
"Pakistan","Female 15-49 yr","1997","UNSD_MDGInfo CDROM_Oct2007","Percent","23.9","4"
"Pakistan","Female 15-49 yr","1995","UNSD_MDGInfo CDROM_Oct2007","Percent","17.8","10"
"Pakistan","Female 15-49 yr","1993","UNSD_MDGInfo CDROM_Oct2007","Percent","21.9",""
"Pakistan","Female 15-49 yr","1991","UNSD_MDGInfo CDROM_Oct2007","Percent","11.8","22"
"Palestinian Territory, Occupied","Female 15-49 yr","2004","UNSD_MDGInfo CDROM_Oct2007","Percent","50.6",""
"Palestinian Territory, Occupied","Female 15-49 yr","2000","UNSD_MDGInfo CDROM_Oct2007","Percent","51.4",""
"Papua New Guinea","Female 15-49 yr","1996","UNSD_MDGInfo CDROM_Oct2007","Percent","25.9",""
"Paraguay","Female 15-49 yr","2004","UNSD_MDGInfo CDROM_Oct2007","Percent","72.8",""
"Paraguay","Female 15-49 yr","1998","UNSD_MDGInfo CDROM_Oct2007","Percent","62.3",""
"Paraguay","Female 15-49 yr","1996","UNSD_MDGInfo CDROM_Oct2007","Percent","56.0","1"
"Paraguay","Female 15-49 yr","1990","UNSD_MDGInfo CDROM_Oct2007","Percent","48.4",""
"Peru","Female 15-49 yr","2004","UNSD_MDGInfo CDROM_Oct2007","Percent","70.5","7"
"Peru","Female 15-49 yr","2000","UNSD_MDGInfo CDROM_Oct2007","Percent","68.9",""
"Peru","Female 15-49 yr","1996","UNSD_MDGInfo CDROM_Oct2007","Percent","64.2",""
"Peru","Female 15-49 yr","1992","UNSD_MDGInfo CDROM_Oct2007","Percent","59.0","14"
"Philippines","Female 15-49 yr","2003","UNSD_MDGInfo CDROM_Oct2007","Percent","48.9",""
"Philippines","Female 15-49 yr","1998","UNSD_MDGInfo CDROM_Oct2007","Percent","46.5",""
"Philippines","Female 15-49 yr","1993","UNSD_MDGInfo CDROM_Oct2007","Percent","40.0",""
"Poland","Female 15-49 yr","1991","UNSD_MDGInfo CDROM_Oct2007","Percent","49.4",""
"Puerto Rico","Female 15-49 yr","1996","UNSD_MDGInfo CDROM_Oct2007","Percent","77.7","1"
"Qatar","Female 15-49 yr","1998","UNSD_MDGInfo CDROM_Oct2007","Percent","43.2","2"
"Republic of Moldova","Female 15-49 yr","2005","UNSD_MDGInfo CDROM_Oct2007","Percent","67.8",""
"Republic of Moldova","Female 15-49 yr","2000","UNSD_MDGInfo CDROM_Oct2007","Percent","62.4",""
"Republic of Moldova","Female 15-49 yr","1997","UNSD_MDGInfo CDROM_Oct2007","Percent","73.7",""
"Reunion","Female 15-49 yr","1990","UNSD_MDGInfo CDROM_Oct2007","Percent","66.6",""
"Romania","Female 15-49 yr","1999","UNSD_MDGInfo CDROM_Oct2007","Percent","63.8",""
"Romania","Female 15-49 yr","1993","UNSD_MDGInfo CDROM_Oct2007","Percent","57.3",""
"Russian Federation","Female 15-49 yr","1996","UNSD_MDGInfo CDROM_Oct2007","Percent","65.3",""
"Russian Federation","Female 15-49 yr","1995","UNSD_MDGInfo CDROM_Oct2007","Percent","63.4",""
"Russian Federation","Female 15-49 yr","1994","UNSD_MDGInfo CDROM_Oct2007","Percent","66.8",""
"Russian Federation","Female 15-49 yr","1993","UNSD_MDGInfo CDROM_Oct2007","Percent","62.5","9"
"Rwanda","Female 15-49 yr","2005","UNSD_MDGInfo CDROM_Oct2007","Percent","17.4",""
"Rwanda","Female 15-49 yr","2000","UNSD_MDGInfo CDROM_Oct2007","Percent","13.2",""
"Rwanda","Female 15-49 yr","1996","UNSD_MDGInfo CDROM_Oct2007","Percent","13.7",""
"Rwanda","Female 15-49 yr","1992","UNSD_MDGInfo CDROM_Oct2007","Percent","21.2",""
"Sao Tome and Principe","Female 15-49 yr","2000","UNSD_MDGInfo CDROM_Oct2007","Percent","29.3",""
"Saudi Arabia","Female 15-49 yr","1996","UNSD_MDGInfo CDROM_Oct2007","Percent","31.8","2"
"Senegal","Female 15-49 yr","2005","UNSD_MDGInfo CDROM_Oct2007","Percent","11.8",""
"Senegal","Female 15-49 yr","1999","UNSD_MDGInfo CDROM_Oct2007","Percent","10.5",""
"Senegal","Female 15-49 yr","1997","UNSD_MDGInfo CDROM_Oct2007","Percent","12.9",""
"Senegal","Female 15-49 yr","1993","UNSD_MDGInfo CDROM_Oct2007","Percent","7.4","9"
"Serbia and Montenegro","Female 15-49 yr","2000","UNSD_MDGInfo CDROM_Oct2007","Percent","58.3","23"
"Sierra Leone","Female 15-49 yr","2000","UNSD_MDGInfo CDROM_Oct2007","Percent","4.3",""
"Singapore","Female 15-49 yr","1997","UNSD_MDGInfo CDROM_Oct2007","Percent","62.0",""
"Singapore","Female 15-49 yr","1992","UNSD_MDGInfo CDROM_Oct2007","Percent","65.0",""
"Slovakia","Female 15-49 yr","1991","UNSD_MDGInfo CDROM_Oct2007","Percent","74.0",""
"Slovenia","Female 15-49 yr","1994","UNSD_MDGInfo CDROM_Oct2007","Percent","73.8",""
