"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Czech Republic","Male","2015","UNPD_World Population Prospects_2006 (International projection)","Number","4954623",""
"Czech Republic","Male","2010","UNPD_World Population Prospects_2006 (International projection)","Number","4970916",""
"Denmark","Female","2030","UNPD_World Population Prospects_2006 (International projection)","Number","2819567",""
"Denmark","Female","2025","UNPD_World Population Prospects_2006 (International projection)","Number","2806441",""
"Denmark","Female","2020","UNPD_World Population Prospects_2006 (International projection)","Number","2789356",""
"Denmark","Female","2015","UNPD_World Population Prospects_2006 (International projection)","Number","2773799",""
"Denmark","Female","2010","UNPD_World Population Prospects_2006 (International projection)","Number","2758840",""
"Denmark","Male","2030","UNPD_World Population Prospects_2006 (International projection)","Number","2782834",""
"Denmark","Male","2025","UNPD_World Population Prospects_2006 (International projection)","Number","2771094",""
"Denmark","Male","2020","UNPD_World Population Prospects_2006 (International projection)","Number","2754464",""
"Denmark","Male","2015","UNPD_World Population Prospects_2006 (International projection)","Number","2736171",""
"Denmark","Male","2010","UNPD_World Population Prospects_2006 (International projection)","Number","2713873",""
"Djibouti","Female","2030","UNPD_World Population Prospects_2006 (International projection)","Number","597144",""
"Djibouti","Female","2025","UNPD_World Population Prospects_2006 (International projection)","Number","555594",""
"Djibouti","Female","2020","UNPD_World Population Prospects_2006 (International projection)","Number","512899",""
"Djibouti","Female","2015","UNPD_World Population Prospects_2006 (International projection)","Number","475212",""
"Djibouti","Female","2010","UNPD_World Population Prospects_2006 (International projection)","Number","438559",""
"Djibouti","Male","2030","UNPD_World Population Prospects_2006 (International projection)","Number","599829",""
"Djibouti","Male","2025","UNPD_World Population Prospects_2006 (International projection)","Number","557721",""
"Djibouti","Male","2020","UNPD_World Population Prospects_2006 (International projection)","Number","514448",""
"Djibouti","Male","2015","UNPD_World Population Prospects_2006 (International projection)","Number","476140",""
"Djibouti","Male","2010","UNPD_World Population Prospects_2006 (International projection)","Number","438593",""
"Dominican Republic","Female","2030","UNPD_World Population Prospects_2006 (International projection)","Number","6386136",""
"Dominican Republic","Female","2025","UNPD_World Population Prospects_2006 (International projection)","Number","6106231",""
"Dominican Republic","Female","2020","UNPD_World Population Prospects_2006 (International projection)","Number","5788614",""
"Dominican Republic","Female","2015","UNPD_World Population Prospects_2006 (International projection)","Number","5445241",""
"Dominican Republic","Female","2010","UNPD_World Population Prospects_2006 (International projection)","Number","5086934",""
"Dominican Republic","Male","2030","UNPD_World Population Prospects_2006 (International projection)","Number","6322603",""
"Dominican Republic","Male","2025","UNPD_World Population Prospects_2006 (International projection)","Number","6065348",""
"Dominican Republic","Male","2020","UNPD_World Population Prospects_2006 (International projection)","Number","5768576",""
"Dominican Republic","Male","2015","UNPD_World Population Prospects_2006 (International projection)","Number","5444564",""
"Dominican Republic","Male","2010","UNPD_World Population Prospects_2006 (International projection)","Number","5104400",""
"Ecuador","Female","2030","UNPD_World Population Prospects_2006 (International projection)","Number","8377699",""
"Ecuador","Female","2025","UNPD_World Population Prospects_2006 (International projection)","Number","8060764",""
"Ecuador","Female","2020","UNPD_World Population Prospects_2006 (International projection)","Number","7698616",""
"Ecuador","Female","2015","UNPD_World Population Prospects_2006 (International projection)","Number","7297637",""
"Ecuador","Female","2010","UNPD_World Population Prospects_2006 (International projection)","Number","6876949",""
"Ecuador","Male","2030","UNPD_World Population Prospects_2006 (International projection)","Number","8300914",""
"Ecuador","Male","2025","UNPD_World Population Prospects_2006 (International projection)","Number","8013534",""
"Ecuador","Male","2020","UNPD_World Population Prospects_2006 (International projection)","Number","7677485",""
"Ecuador","Male","2015","UNPD_World Population Prospects_2006 (International projection)","Number","7299300",""
"Ecuador","Male","2010","UNPD_World Population Prospects_2006 (International projection)","Number","6898270",""
"Egypt","Female","2030","UNPD_World Population Prospects_2006 (International projection)","Number","52352172",""
"Egypt","Female","2025","UNPD_World Population Prospects_2006 (International projection)","Number","49479298",""
"Egypt","Female","2020","UNPD_World Population Prospects_2006 (International projection)","Number","46422761",""
"Egypt","Female","2015","UNPD_World Population Prospects_2006 (International projection)","Number","43165410",""
"Egypt","Female","2010","UNPD_World Population Prospects_2006 (International projection)","Number","39761783",""
"Egypt","Male","2030","UNPD_World Population Prospects_2006 (International projection)","Number","51718166",""
"Egypt","Male","2025","UNPD_World Population Prospects_2006 (International projection)","Number","49033629",""
"Egypt","Male","2020","UNPD_World Population Prospects_2006 (International projection)","Number","46155070",""
"Egypt","Male","2015","UNPD_World Population Prospects_2006 (International projection)","Number","43053344",""
"Egypt","Male","2010","UNPD_World Population Prospects_2006 (International projection)","Number","39775097",""
"El Salvador","Female","2030","UNPD_World Population Prospects_2006 (International projection)","Number","4544497",""
"El Salvador","Female","2025","UNPD_World Population Prospects_2006 (International projection)","Number","4336172",""
"El Salvador","Female","2020","UNPD_World Population Prospects_2006 (International projection)","Number","4109705",""
"El Salvador","Female","2015","UNPD_World Population Prospects_2006 (International projection)","Number","3869829",""
"El Salvador","Female","2010","UNPD_World Population Prospects_2006 (International projection)","Number","3636920",""
"El Salvador","Male","2030","UNPD_World Population Prospects_2006 (International projection)","Number","4390756",""
"El Salvador","Male","2025","UNPD_World Population Prospects_2006 (International projection)","Number","4188659",""
"El Salvador","Male","2020","UNPD_World Population Prospects_2006 (International projection)","Number","3967393",""
"El Salvador","Male","2015","UNPD_World Population Prospects_2006 (International projection)","Number","3731836",""
"El Salvador","Male","2010","UNPD_World Population Prospects_2006 (International projection)","Number","3504696",""
"Equatorial Guinea","Female","2030","UNPD_World Population Prospects_2006 (International projection)","Number","428697",""
"Equatorial Guinea","Female","2025","UNPD_World Population Prospects_2006 (International projection)","Number","388281",""
"Equatorial Guinea","Female","2020","UNPD_World Population Prospects_2006 (International projection)","Number","348476",""
"Equatorial Guinea","Female","2015","UNPD_World Population Prospects_2006 (International projection)","Number","310053",""
"Equatorial Guinea","Female","2010","UNPD_World Population Prospects_2006 (International projection)","Number","275069",""
"Equatorial Guinea","Male","2030","UNPD_World Population Prospects_2006 (International projection)","Number","425649",""
"Equatorial Guinea","Male","2025","UNPD_World Population Prospects_2006 (International projection)","Number","384870",""
"Equatorial Guinea","Male","2020","UNPD_World Population Prospects_2006 (International projection)","Number","344630",""
"Equatorial Guinea","Male","2015","UNPD_World Population Prospects_2006 (International projection)","Number","305623",""
"Equatorial Guinea","Male","2010","UNPD_World Population Prospects_2006 (International projection)","Number","270169",""
"Eritrea","Female","2030","UNPD_World Population Prospects_2006 (International projection)","Number","4235542",""
"Eritrea","Female","2025","UNPD_World Population Prospects_2006 (International projection)","Number","3867060",""
"Eritrea","Female","2020","UNPD_World Population Prospects_2006 (International projection)","Number","3499841",""
"Eritrea","Female","2015","UNPD_World Population Prospects_2006 (International projection)","Number","3120792",""
"Eritrea","Female","2010","UNPD_World Population Prospects_2006 (International projection)","Number","2704116",""
"Eritrea","Male","2030","UNPD_World Population Prospects_2006 (International projection)","Number","4197360",""
"Eritrea","Male","2025","UNPD_World Population Prospects_2006 (International projection)","Number","3817038",""
"Eritrea","Male","2020","UNPD_World Population Prospects_2006 (International projection)","Number","3436706",""
"Eritrea","Male","2015","UNPD_World Population Prospects_2006 (International projection)","Number","3044378",""
"Eritrea","Male","2010","UNPD_World Population Prospects_2006 (International projection)","Number","2618839",""
"Estonia","Female","2030","UNPD_World Population Prospects_2006 (International projection)","Number","653198",""
"Estonia","Female","2025","UNPD_World Population Prospects_2006 (International projection)","Number","670395",""
"Estonia","Female","2020","UNPD_World Population Prospects_2006 (International projection)","Number","686133",""
"Estonia","Female","2015","UNPD_World Population Prospects_2006 (International projection)","Number","699747",""
"Estonia","Female","2010","UNPD_World Population Prospects_2006 (International projection)","Number","712349",""
"Estonia","Male","2030","UNPD_World Population Prospects_2006 (International projection)","Number","570666",""
"Estonia","Male","2025","UNPD_World Population Prospects_2006 (International projection)","Number","581383",""
"Estonia","Male","2020","UNPD_World Population Prospects_2006 (International projection)","Number","591506",""
"Estonia","Male","2015","UNPD_World Population Prospects_2006 (International projection)","Number","599918",""
"Estonia","Male","2010","UNPD_World Population Prospects_2006 (International projection)","Number","608822",""
"Ethiopia","Female","2030","UNPD_World Population Prospects_2006 (International projection)","Number","68700760",""
"Ethiopia","Female","2025","UNPD_World Population Prospects_2006 (International projection)","Number","62668688",""
"Ethiopia","Female","2020","UNPD_World Population Prospects_2006 (International projection)","Number","56625207",""
"Ethiopia","Female","2015","UNPD_World Population Prospects_2006 (International projection)","Number","50672660",""
"Ethiopia","Female","2010","UNPD_World Population Prospects_2006 (International projection)","Number","44985117",""
"Ethiopia","Male","2030","UNPD_World Population Prospects_2006 (International projection)","Number","68350953",""
"Ethiopia","Male","2025","UNPD_World Population Prospects_2006 (International projection)","Number","62327377",""
"Ethiopia","Male","2020","UNPD_World Population Prospects_2006 (International projection)","Number","56270989",""
"Ethiopia","Male","2015","UNPD_World Population Prospects_2006 (International projection)","Number","50294148",""
"Ethiopia","Male","2010","UNPD_World Population Prospects_2006 (International projection)","Number","44581009",""
"Federated States of Micronesia","Female","2030","UNPD_World Population Prospects_2006 (International projection)","Number","62762",""
"Federated States of Micronesia","Female","2025","UNPD_World Population Prospects_2006 (International projection)","Number","60883",""
"Federated States of Micronesia","Female","2020","UNPD_World Population Prospects_2006 (International projection)","Number","58645",""
"Federated States of Micronesia","Female","2015","UNPD_World Population Prospects_2006 (International projection)","Number","56637",""
"Federated States of Micronesia","Female","2010","UNPD_World Population Prospects_2006 (International projection)","Number","55192",""
"Federated States of Micronesia","Male","2030","UNPD_World Population Prospects_2006 (International projection)","Number","66296",""
"Federated States of Micronesia","Male","2025","UNPD_World Population Prospects_2006 (International projection)","Number","64163",""
"Federated States of Micronesia","Male","2020","UNPD_World Population Prospects_2006 (International projection)","Number","61629",""
"Federated States of Micronesia","Male","2015","UNPD_World Population Prospects_2006 (International projection)","Number","59271",""
"Federated States of Micronesia","Male","2010","UNPD_World Population Prospects_2006 (International projection)","Number","57418",""
"Fiji","Female","2030","UNPD_World Population Prospects_2006 (International projection)","Number","452788",""
"Fiji","Female","2025","UNPD_World Population Prospects_2006 (International projection)","Number","446259",""
"Fiji","Female","2020","UNPD_World Population Prospects_2006 (International projection)","Number","437406",""
"Fiji","Female","2015","UNPD_World Population Prospects_2006 (International projection)","Number","430623",""
"Fiji","Female","2010","UNPD_World Population Prospects_2006 (International projection)","Number","420715",""
"Fiji","Male","2030","UNPD_World Population Prospects_2006 (International projection)","Number","465686",""
"Fiji","Male","2025","UNPD_World Population Prospects_2006 (International projection)","Number","459154",""
"Fiji","Male","2020","UNPD_World Population Prospects_2006 (International projection)","Number","450353",""
"Fiji","Male","2015","UNPD_World Population Prospects_2006 (International projection)","Number","443470",""
"Fiji","Male","2010","UNPD_World Population Prospects_2006 (International projection)","Number","433383",""
"Finland","Female","2030","UNPD_World Population Prospects_2006 (International projection)","Number","2780060","5"
"Finland","Female","2025","UNPD_World Population Prospects_2006 (International projection)","Number","2775484","5"
"Finland","Female","2020","UNPD_World Population Prospects_2006 (International projection)","Number","2760279","5"
"Finland","Female","2015","UNPD_World Population Prospects_2006 (International projection)","Number","2738133","5"
"Finland","Female","2010","UNPD_World Population Prospects_2006 (International projection)","Number","2711672","5"
"Finland","Male","2030","UNPD_World Population Prospects_2006 (International projection)","Number","2688764","5"
"Finland","Male","2025","UNPD_World Population Prospects_2006 (International projection)","Number","2688121","5"
"Finland","Male","2020","UNPD_World Population Prospects_2006 (International projection)","Number","2673291","5"
"Finland","Male","2015","UNPD_World Population Prospects_2006 (International projection)","Number","2646091","5"
"Finland","Male","2010","UNPD_World Population Prospects_2006 (International projection)","Number","2610863","5"
"France","Female","2030","UNPD_World Population Prospects_2006 (International projection)","Number","34075606",""
"France","Female","2025","UNPD_World Population Prospects_2006 (International projection)","Number","33638208",""
"France","Female","2020","UNPD_World Population Prospects_2006 (International projection)","Number","33165122",""
"France","Female","2015","UNPD_World Population Prospects_2006 (International projection)","Number","32633178",""
"France","Female","2010","UNPD_World Population Prospects_2006 (International projection)","Number","32021208",""
"France","Male","2030","UNPD_World Population Prospects_2006 (International projection)","Number","32529507",""
"France","Male","2025","UNPD_World Population Prospects_2006 (International projection)","Number","32130981",""
"France","Male","2020","UNPD_World Population Prospects_2006 (International projection)","Number","31659616",""
"France","Male","2015","UNPD_World Population Prospects_2006 (International projection)","Number","31112691",""
"France","Male","2010","UNPD_World Population Prospects_2006 (International projection)","Number","30485975",""
"French Guiana","Female","2030","UNPD_World Population Prospects_2006 (International projection)","Number","159441",""
"French Guiana","Female","2025","UNPD_World Population Prospects_2006 (International projection)","Number","146358",""
"French Guiana","Female","2020","UNPD_World Population Prospects_2006 (International projection)","Number","132974",""
"French Guiana","Female","2015","UNPD_World Population Prospects_2006 (International projection)","Number","119800",""
"French Guiana","Female","2010","UNPD_World Population Prospects_2006 (International projection)","Number","107065",""
"French Guiana","Male","2030","UNPD_World Population Prospects_2006 (International projection)","Number","159339",""
"French Guiana","Male","2025","UNPD_World Population Prospects_2006 (International projection)","Number","147011",""
"French Guiana","Male","2020","UNPD_World Population Prospects_2006 (International projection)","Number","134363",""
"French Guiana","Male","2015","UNPD_World Population Prospects_2006 (International projection)","Number","121819",""
"French Guiana","Male","2010","UNPD_World Population Prospects_2006 (International projection)","Number","109613",""
"French Polynesia","Female","2030","UNPD_World Population Prospects_2006 (International projection)","Number","163701",""
"French Polynesia","Female","2025","UNPD_World Population Prospects_2006 (International projection)","Number","157677",""
"French Polynesia","Female","2020","UNPD_World Population Prospects_2006 (International projection)","Number","150547",""
"French Polynesia","Female","2015","UNPD_World Population Prospects_2006 (International projection)","Number","142361",""
"French Polynesia","Female","2010","UNPD_World Population Prospects_2006 (International projection)","Number","133547",""
"French Polynesia","Male","2030","UNPD_World Population Prospects_2006 (International projection)","Number","166196",""
"French Polynesia","Male","2025","UNPD_World Population Prospects_2006 (International projection)","Number","161214",""
"French Polynesia","Male","2020","UNPD_World Population Prospects_2006 (International projection)","Number","155001",""
"French Polynesia","Male","2015","UNPD_World Population Prospects_2006 (International projection)","Number","147595",""
"French Polynesia","Male","2010","UNPD_World Population Prospects_2006 (International projection)","Number","139439",""
"Gabon","Female","2030","UNPD_World Population Prospects_2006 (International projection)","Number","883574",""
"Gabon","Female","2025","UNPD_World Population Prospects_2006 (International projection)","Number","839259",""
"Gabon","Female","2020","UNPD_World Population Prospects_2006 (International projection)","Number","791997",""
"Gabon","Female","2015","UNPD_World Population Prospects_2006 (International projection)","Number","741784",""
"Gabon","Female","2010","UNPD_World Population Prospects_2006 (International projection)","Number","692493",""
"Gabon","Male","2030","UNPD_World Population Prospects_2006 (International projection)","Number","907568",""
"Gabon","Male","2025","UNPD_World Population Prospects_2006 (International projection)","Number","858834",""
"Gabon","Male","2020","UNPD_World Population Prospects_2006 (International projection)","Number","806712",""
"Gabon","Male","2015","UNPD_World Population Prospects_2006 (International projection)","Number","751811",""
"Gabon","Male","2010","UNPD_World Population Prospects_2006 (International projection)","Number","697263",""
"Gambia The","Female","2030","UNPD_World Population Prospects_2006 (International projection)","Number","1375340",""
"Gambia The","Female","2025","UNPD_World Population Prospects_2006 (International projection)","Number","1259447",""
"Gambia The","Female","2020","UNPD_World Population Prospects_2006 (International projection)","Number","1144975",""
"Gambia The","Female","2015","UNPD_World Population Prospects_2006 (International projection)","Number","1032485",""
"Gambia The","Female","2010","UNPD_World Population Prospects_2006 (International projection)","Number","920516",""
"Gambia The","Male","2030","UNPD_World Population Prospects_2006 (International projection)","Number","1394711",""
"Gambia The","Male","2025","UNPD_World Population Prospects_2006 (International projection)","Number","1274656",""
"Gambia The","Male","2020","UNPD_World Population Prospects_2006 (International projection)","Number","1155781",""
"Gambia The","Male","2015","UNPD_World Population Prospects_2006 (International projection)","Number","1039259",""
"Gambia The","Male","2010","UNPD_World Population Prospects_2006 (International projection)","Number","924149",""
"Georgia","Female","2030","UNPD_World Population Prospects_2006 (International projection)","Number","2012450",""
"Georgia","Female","2025","UNPD_World Population Prospects_2006 (International projection)","Number","2085837",""
"Georgia","Female","2020","UNPD_World Population Prospects_2006 (International projection)","Number","2149448",""
"Georgia","Female","2015","UNPD_World Population Prospects_2006 (International projection)","Number","2215121",""
"Georgia","Female","2010","UNPD_World Population Prospects_2006 (International projection)","Number","2274312",""
"Georgia","Male","2030","UNPD_World Population Prospects_2006 (International projection)","Number","1794261",""
"Georgia","Male","2025","UNPD_World Population Prospects_2006 (International projection)","Number","1858720",""
"Georgia","Male","2020","UNPD_World Population Prospects_2006 (International projection)","Number","1913469",""
"Georgia","Male","2015","UNPD_World Population Prospects_2006 (International projection)","Number","1972496",""
"Georgia","Male","2010","UNPD_World Population Prospects_2006 (International projection)","Number","2026317",""
"Germany","Female","2030","UNPD_World Population Prospects_2006 (International projection)","Number","40665855",""
"Germany","Female","2025","UNPD_World Population Prospects_2006 (International projection)","Number","41099889",""
"Germany","Female","2020","UNPD_World Population Prospects_2006 (International projection)","Number","41463222",""
"Germany","Female","2015","UNPD_World Population Prospects_2006 (International projection)","Number","41772140",""
"Germany","Female","2010","UNPD_World Population Prospects_2006 (International projection)","Number","42058504",""
"Germany","Male","2030","UNPD_World Population Prospects_2006 (International projection)","Number","38682223",""
"Germany","Male","2025","UNPD_World Population Prospects_2006 (International projection)","Number","39240958",""
"Germany","Male","2020","UNPD_World Population Prospects_2006 (International projection)","Number","39697467",""
"Germany","Male","2015","UNPD_World Population Prospects_2006 (International projection)","Number","40052614",""
"Germany","Male","2010","UNPD_World Population Prospects_2006 (International projection)","Number","40306538",""
"Ghana","Female","2030","UNPD_World Population Prospects_2006 (International projection)","Number","16842818",""
"Ghana","Female","2025","UNPD_World Population Prospects_2006 (International projection)","Number","15739402",""
"Ghana","Female","2020","UNPD_World Population Prospects_2006 (International projection)","Number","14601005",""
"Ghana","Female","2015","UNPD_World Population Prospects_2006 (International projection)","Number","13437945",""
"Ghana","Female","2010","UNPD_World Population Prospects_2006 (International projection)","Number","12265864",""
"Ghana","Male","2030","UNPD_World Population Prospects_2006 (International projection)","Number","17391436",""
"Ghana","Male","2025","UNPD_World Population Prospects_2006 (International projection)","Number","16253512",""
"Ghana","Male","2020","UNPD_World Population Prospects_2006 (International projection)","Number","15071490",""
"Ghana","Male","2015","UNPD_World Population Prospects_2006 (International projection)","Number","13855595",""
"Ghana","Male","2010","UNPD_World Population Prospects_2006 (International projection)","Number","12624303",""
"Greece","Female","2030","UNPD_World Population Prospects_2006 (International projection)","Number","5624986",""
"Greece","Female","2025","UNPD_World Population Prospects_2006 (International projection)","Number","5661961",""
"Greece","Female","2020","UNPD_World Population Prospects_2006 (International projection)","Number","5689011",""
"Greece","Female","2015","UNPD_World Population Prospects_2006 (International projection)","Number","5693627",""
"Greece","Female","2010","UNPD_World Population Prospects_2006 (International projection)","Number","5665613",""
"Greece","Male","2030","UNPD_World Population Prospects_2006 (International projection)","Number","5553552",""
"Greece","Male","2025","UNPD_World Population Prospects_2006 (International projection)","Number","5574313",""
"Greece","Male","2020","UNPD_World Population Prospects_2006 (International projection)","Number","5585281",""
"Greece","Male","2015","UNPD_World Population Prospects_2006 (International projection)","Number","5579314",""
"Greece","Male","2010","UNPD_World Population Prospects_2006 (International projection)","Number","5549366",""
"Grenada","Female","2030","UNPD_World Population Prospects_2006 (International projection)","Number","53770",""
"Grenada","Female","2025","UNPD_World Population Prospects_2006 (International projection)","Number","54113",""
"Grenada","Female","2020","UNPD_World Population Prospects_2006 (International projection)","Number","53893",""
"Grenada","Female","2015","UNPD_World Population Prospects_2006 (International projection)","Number","53514",""
"Grenada","Female","2010","UNPD_World Population Prospects_2006 (International projection)","Number","53399",""
"Grenada","Male","2030","UNPD_World Population Prospects_2006 (International projection)","Number","53617",""
"Grenada","Male","2025","UNPD_World Population Prospects_2006 (International projection)","Number","53745",""
"Grenada","Male","2020","UNPD_World Population Prospects_2006 (International projection)","Number","53238",""
"Grenada","Male","2015","UNPD_World Population Prospects_2006 (International projection)","Number","52492",""
"Grenada","Male","2010","UNPD_World Population Prospects_2006 (International projection)","Number","51923",""
"Guadeloupe","Female","2030","UNPD_World Population Prospects_2006 (International projection)","Number","255014",""
"Guadeloupe","Female","2025","UNPD_World Population Prospects_2006 (International projection)","Number","252328",""
"Guadeloupe","Female","2020","UNPD_World Population Prospects_2006 (International projection)","Number","248297",""
"Guadeloupe","Female","2015","UNPD_World Population Prospects_2006 (International projection)","Number","242994",""
"Guadeloupe","Female","2010","UNPD_World Population Prospects_2006 (International projection)","Number","236332",""
"Guadeloupe","Male","2030","UNPD_World Population Prospects_2006 (International projection)","Number","229471",""
"Guadeloupe","Male","2025","UNPD_World Population Prospects_2006 (International projection)","Number","228416",""
"Guadeloupe","Male","2020","UNPD_World Population Prospects_2006 (International projection)","Number","226034",""
"Guadeloupe","Male","2015","UNPD_World Population Prospects_2006 (International projection)","Number","222369",""
"Guadeloupe","Male","2010","UNPD_World Population Prospects_2006 (International projection)","Number","217318",""
"Guam","Female","2030","UNPD_World Population Prospects_2006 (International projection)","Number","109200",""
"Guam","Female","2025","UNPD_World Population Prospects_2006 (International projection)","Number","104606",""
"Guam","Female","2020","UNPD_World Population Prospects_2006 (International projection)","Number","99447",""
"Guam","Female","2015","UNPD_World Population Prospects_2006 (International projection)","Number","93991",""
"Guam","Female","2010","UNPD_World Population Prospects_2006 (International projection)","Number","88414",""
"Guam","Male","2030","UNPD_World Population Prospects_2006 (International projection)","Number","111112",""
"Guam","Male","2025","UNPD_World Population Prospects_2006 (International projection)","Number","106853",""
"Guam","Male","2020","UNPD_World Population Prospects_2006 (International projection)","Number","101992",""
"Guam","Male","2015","UNPD_World Population Prospects_2006 (International projection)","Number","96809",""
"Guam","Male","2010","UNPD_World Population Prospects_2006 (International projection)","Number","91480",""
"Guatemala","Female","2030","UNPD_World Population Prospects_2006 (International projection)","Number","11089476",""
"Guatemala","Female","2025","UNPD_World Population Prospects_2006 (International projection)","Number","10189768",""
"Guatemala","Female","2020","UNPD_World Population Prospects_2006 (International projection)","Number","9256193",""
"Guatemala","Female","2015","UNPD_World Population Prospects_2006 (International projection)","Number","8308978",""
"Guatemala","Female","2010","UNPD_World Population Prospects_2006 (International projection)","Number","7370492",""
"Guatemala","Male","2030","UNPD_World Population Prospects_2006 (International projection)","Number","10601086",""
"Guatemala","Male","2025","UNPD_World Population Prospects_2006 (International projection)","Number","9736203",""
"Guatemala","Male","2020","UNPD_World Population Prospects_2006 (International projection)","Number","8835074",""
"Guatemala","Male","2015","UNPD_World Population Prospects_2006 (International projection)","Number","7917778",""
"Guatemala","Male","2010","UNPD_World Population Prospects_2006 (International projection)","Number","7006807",""
"Guinea","Female","2030","UNPD_World Population Prospects_2006 (International projection)","Number","7983850",""
"Guinea","Female","2025","UNPD_World Population Prospects_2006 (International projection)","Number","7184498",""
"Guinea","Female","2020","UNPD_World Population Prospects_2006 (International projection)","Number","6406949",""
"Guinea","Female","2015","UNPD_World Population Prospects_2006 (International projection)","Number","5661268",""
"Guinea","Female","2010","UNPD_World Population Prospects_2006 (International projection)","Number","4962922",""
"Guinea","Male","2030","UNPD_World Population Prospects_2006 (International projection)","Number","8185716",""
"Guinea","Male","2025","UNPD_World Population Prospects_2006 (International projection)","Number","7362392",""
"Guinea","Male","2020","UNPD_World Population Prospects_2006 (International projection)","Number","6559528",""
"Guinea","Male","2015","UNPD_World Population Prospects_2006 (International projection)","Number","5788097",""
"Guinea","Male","2010","UNPD_World Population Prospects_2006 (International projection)","Number","5064741",""
"Guinea-Bissau","Female","2030","UNPD_World Population Prospects_2006 (International projection)","Number","1687032",""
"Guinea-Bissau","Female","2025","UNPD_World Population Prospects_2006 (International projection)","Number","1465239",""
"Guinea-Bissau","Female","2020","UNPD_World Population Prospects_2006 (International projection)","Number","1265479",""
"Guinea-Bissau","Female","2015","UNPD_World Population Prospects_2006 (International projection)","Number","1089443",""
"Guinea-Bissau","Female","2010","UNPD_World Population Prospects_2006 (International projection)","Number","936467",""
"Guinea-Bissau","Male","2030","UNPD_World Population Prospects_2006 (International projection)","Number","1671294",""
"Guinea-Bissau","Male","2025","UNPD_World Population Prospects_2006 (International projection)","Number","1448082",""
"Guinea-Bissau","Male","2020","UNPD_World Population Prospects_2006 (International projection)","Number","1247133",""
"Guinea-Bissau","Male","2015","UNPD_World Population Prospects_2006 (International projection)","Number","1070311",""
"Guinea-Bissau","Male","2010","UNPD_World Population Prospects_2006 (International projection)","Number","916790",""
"Guyana","Female","2030","UNPD_World Population Prospects_2006 (International projection)","Number","319319",""
"Guyana","Female","2025","UNPD_World Population Prospects_2006 (International projection)","Number","327525",""
"Guyana","Female","2020","UNPD_World Population Prospects_2006 (International projection)","Number","332846",""
"Guyana","Female","2015","UNPD_World Population Prospects_2006 (International projection)","Number","337896",""
"Guyana","Female","2010","UNPD_World Population Prospects_2006 (International projection)","Number","343336",""
"Guyana","Male","2030","UNPD_World Population Prospects_2006 (International projection)","Number","340742",""
"Guyana","Male","2025","UNPD_World Population Prospects_2006 (International projection)","Number","355396",""
"Guyana","Male","2020","UNPD_World Population Prospects_2006 (International projection)","Number","366841",""
"Guyana","Male","2015","UNPD_World Population Prospects_2006 (International projection)","Number","377493",""
"Guyana","Male","2010","UNPD_World Population Prospects_2006 (International projection)","Number","387991",""
"Haiti","Female","2030","UNPD_World Population Prospects_2006 (International projection)","Number","6567291",""
"Haiti","Female","2025","UNPD_World Population Prospects_2006 (International projection)","Number","6215478",""
"Haiti","Female","2020","UNPD_World Population Prospects_2006 (International projection)","Number","5849686",""
"Haiti","Female","2015","UNPD_World Population Prospects_2006 (International projection)","Number","5469033",""
"Haiti","Female","2010","UNPD_World Population Prospects_2006 (International projection)","Number","5080488",""
"Haiti","Male","2030","UNPD_World Population Prospects_2006 (International projection)","Number","6426867",""
"Haiti","Male","2025","UNPD_World Population Prospects_2006 (International projection)","Number","6089391",""
"Haiti","Male","2020","UNPD_World Population Prospects_2006 (International projection)","Number","5734070",""
"Haiti","Male","2015","UNPD_World Population Prospects_2006 (International projection)","Number","5361075",""
"Haiti","Male","2010","UNPD_World Population Prospects_2006 (International projection)","Number","4979781",""
"Honduras","Female","2030","UNPD_World Population Prospects_2006 (International projection)","Number","5176178",""
"Honduras","Female","2025","UNPD_World Population Prospects_2006 (International projection)","Number","4865375",""
"Honduras","Female","2020","UNPD_World Population Prospects_2006 (International projection)","Number","4525065",""
"Honduras","Female","2015","UNPD_World Population Prospects_2006 (International projection)","Number","4162326",""
"Honduras","Female","2010","UNPD_World Population Prospects_2006 (International projection)","Number","3788826",""
"Honduras","Male","2030","UNPD_World Population Prospects_2006 (International projection)","Number","5121346",""
"Honduras","Male","2025","UNPD_World Population Prospects_2006 (International projection)","Number","4816448",""
"Honduras","Male","2020","UNPD_World Population Prospects_2006 (International projection)","Number","4479605",""
"Honduras","Male","2015","UNPD_World Population Prospects_2006 (International projection)","Number","4117789",""
"Honduras","Male","2010","UNPD_World Population Prospects_2006 (International projection)","Number","3744672",""
"Hong Kong SAR","Female","2030","UNPD_World Population Prospects_2006 (International projection)","Number","4521673","6"
"Hong Kong SAR","Female","2025","UNPD_World Population Prospects_2006 (International projection)","Number","4383052","6"
"Hong Kong SAR","Female","2020","UNPD_World Population Prospects_2006 (International projection)","Number","4226569","6"
"Hong Kong SAR","Female","2015","UNPD_World Population Prospects_2006 (International projection)","Number","4055743","6"
"Hong Kong SAR","Female","2010","UNPD_World Population Prospects_2006 (International projection)","Number","3871270","6"
"Hong Kong SAR","Male","2030","UNPD_World Population Prospects_2006 (International projection)","Number","4010475","6"
"Hong Kong SAR","Male","2025","UNPD_World Population Prospects_2006 (International projection)","Number","3922115","6"
"Hong Kong SAR","Male","2020","UNPD_World Population Prospects_2006 (International projection)","Number","3813618","6"
